"day","hour","forecast","value location:60_127 Start : 20180901 "
"13","00:30","+3","24.000000"
"13","01:30","+1","23.000000"
"13","01:30","+2","24.000000"
"13","02:30","+1","24.000000"
"13","02:30","+2","25.000000"
"13","02:30","+3","26.000000"
"13","02:30","+4","27.000000"
"13","03:30","+1","24.600000"
"13","03:30","+2","25.799999"
"13","03:30","+3","27.000000"
"13","04:30","+1","25.700001"
"13","04:30","+2","27.000000"
"13","05:30","+1","27.000000"
"13","05:30","+2","26.299999"
"13","05:30","+3","25.700001"
"13","05:30","+4","25.000000"
"13","06:30","+1","25.799999"
"13","06:30","+2","25.400000"
"13","06:30","+3","25.000000"
"13","07:30","+1","25.600000"
"13","07:30","+2","25.000000"
"13","08:30","+1","25.000000"
"13","08:30","+2","24.299999"
"13","08:30","+3","23.700001"
"13","08:30","+4","23.000000"
"13","09:30","+1","24.700001"
"13","09:30","+2","23.900000"
"13","09:30","+3","23.000000"
"13","10:30","+1","23.600000"
"13","10:30","+2","23.000000"
"13","11:30","+1","23.000000"
"13","11:30","+2","22.700001"
"13","11:30","+3","22.299999"
"13","11:30","+4","22.000000"
"13","12:30","+1","22.299999"
"13","12:30","+2","22.200001"
"13","12:30","+3","22.000000"
"13","13:30","+1","22.200001"
"13","13:30","+2","22.000000"
"13","14:30","+1","22.000000"
"13","14:30","+2","21.700001"
"13","14:30","+3","21.299999"
"13","14:30","+4","21.000000"
"13","15:30","+1","21.799999"
"13","15:30","+2","21.400000"
"13","15:30","+3","21.000000"
"13","16:30","+1","21.299999"
"13","16:30","+2","21.000000"
"13","17:30","+1","21.000000"
"13","17:30","+2","20.700001"
"13","17:30","+3","20.299999"
"13","17:30","+4","20.000000"
"13","18:30","+1","20.500000"
"13","18:30","+2","20.200001"
"13","18:30","+3","20.000000"
"13","19:30","+1","20.299999"
"13","19:30","+2","20.000000"
"13","20:30","+1","20.000000"
"13","20:30","+2","20.299999"
"13","20:30","+3","20.700001"
"13","20:30","+4","21.000000"
"13","21:30","+1","20.900000"
"13","21:30","+2","21.400000"
"13","21:30","+3","22.000000"
"13","22:30","+1","21.100000"
"13","22:30","+2","22.000000"
"13","23:30","+1","22.000000"
"13","23:30","+2","23.000000"
"13","23:30","+3","24.000000"
"13","23:30","+4","25.000000"
"14","00:30","+1","22.700001"
"14","00:30","+2","23.900000"
"14","00:30","+3","25.000000"
"14","01:30","+1","24.000000"
"14","01:30","+2","25.000000"
"14","02:30","+1","25.000000"
"14","02:30","+2","25.299999"
"14","02:30","+3","25.700001"
"14","02:30","+4","26.000000"
"14","03:30","+1","25.299999"
"14","03:30","+2","25.700001"
"14","03:30","+3","26.000000"
"14","04:30","+1","25.799999"
"14","04:30","+2","26.000000"
"14","05:30","+1","26.000000"
"14","05:30","+2","25.700001"
"14","05:30","+3","25.299999"
"14","05:30","+4","25.000000"
"14","06:30","+1","25.700001"
"14","06:30","+2","25.400000"
"14","06:30","+3","25.000000"
"14","07:30","+1","25.500000"
"14","07:30","+2","25.000000"
"14","08:30","+1","25.000000"
"14","08:30","+2","24.299999"
"14","08:30","+3","23.700001"
"14","08:30","+4","23.000000"
"14","09:30","+1","24.700001"
"14","09:30","+2","23.900000"
"14","09:30","+3","23.000000"
"14","10:30","+1","23.900000"
"14","10:30","+2","23.000000"
"14","11:30","+1","23.000000"
"14","11:30","+2","22.299999"
"14","11:30","+3","21.700001"
"14","11:30","+4","21.000000"
"14","12:30","+1","23.299999"
"14","12:30","+2","22.200001"
"14","12:30","+3","21.000000"
"14","13:30","+1","21.799999"
"14","13:30","+2","21.000000"
"14","14:30","+1","21.000000"
"14","14:30","+2","21.000000"
"14","14:30","+3","21.000000"
"14","14:30","+4","21.000000"
"14","15:30","+1","20.900000"
"14","15:30","+2","21.000000"
"14","15:30","+3","21.000000"
"14","16:30","+1","21.100000"
"14","16:30","+2","21.000000"
"14","17:30","+1","21.000000"
"14","17:30","+2","21.000000"
"14","17:30","+3","21.000000"
"14","17:30","+4","21.000000"
"14","18:30","+1","21.200001"
"14","18:30","+2","21.100000"
"14","18:30","+3","21.000000"
"14","19:30","+1","21.100000"
"14","19:30","+2","21.000000"
"14","20:30","+1","21.000000"
"14","20:30","+2","21.700001"
"14","20:30","+3","22.299999"
"14","20:30","+4","23.000000"
"14","21:30","+1","21.000000"
"14","21:30","+2","21.500000"
"14","21:30","+3","22.000000"
"14","22:30","+1","21.400000"
"14","22:30","+2","22.000000"
"14","23:30","+1","22.000000"
"14","23:30","+2","22.700001"
"14","23:30","+3","23.299999"
"14","23:30","+4","24.000000"
"15","00:30","+1","23.000000"
"15","00:30","+2","23.500000"
"15","00:30","+3","24.000000"
"15","01:30","+1","23.799999"
"15","01:30","+2","24.000000"
"15","02:30","+1","24.000000"
"15","02:30","+2","25.000000"
"15","02:30","+3","26.000000"
"15","02:30","+4","27.000000"
"15","03:30","+1","25.000000"
"15","03:30","+2","26.000000"
"15","03:30","+3","27.000000"
"15","04:30","+1","25.799999"
"15","04:30","+2","27.000000"
"15","05:30","+1","27.000000"
"15","05:30","+2","26.299999"
"15","05:30","+3","25.700001"
"15","05:30","+4","25.000000"
"15","06:30","+1","25.200001"
"15","06:30","+2","25.100000"
"15","06:30","+3","25.000000"
"15","07:30","+1","24.799999"
"15","07:30","+2","25.000000"
"15","08:30","+1","25.000000"
"15","08:30","+2","24.299999"
"15","08:30","+3","23.700001"
"15","08:30","+4","23.000000"
"15","09:30","+1","22.500000"
"15","09:30","+2","22.200001"
"15","09:30","+3","22.000000"
"15","10:30","+1","22.299999"
"15","10:30","+2","22.000000"
"15","11:30","+1","22.000000"
"15","11:30","+2","22.000000"
"15","11:30","+3","22.000000"
"15","11:30","+4","22.000000"
"15","12:30","+1","22.200001"
"15","12:30","+2","22.100000"
"15","12:30","+3","22.000000"
"15","13:30","+1","22.200001"
"15","13:30","+2","22.000000"
"15","14:30","+1","22.000000"
"15","14:30","+2","21.700001"
"15","14:30","+3","21.299999"
"15","14:30","+4","21.000000"
"15","15:30","+1","22.100000"
"15","15:30","+2","21.600000"
"15","15:30","+3","21.000000"
"15","16:30","+1","21.700001"
"15","16:30","+2","21.000000"
"15","17:30","+1","21.000000"
"15","17:30","+2","21.000000"
"15","17:30","+3","21.000000"
"15","17:30","+4","21.000000"
"15","18:30","+1","21.400000"
"15","18:30","+2","21.200001"
"15","18:30","+3","21.000000"
"15","19:30","+1","21.299999"
"15","19:30","+2","21.000000"
"15","20:30","+1","21.000000"
"15","20:30","+2","21.000000"
"15","20:30","+3","21.000000"
"15","20:30","+4","21.000000"
"15","21:30","+1","22.700001"
"15","21:30","+2","22.900000"
"15","21:30","+3","23.000000"
"15","22:30","+1","22.600000"
"15","22:30","+2","23.000000"
"15","23:30","+1","23.000000"
"15","23:30","+2","23.000000"
"15","23:30","+3","23.000000"
"15","23:30","+4","23.000000"
"16","00:30","+1","23.000000"
"16","00:30","+2","23.000000"
"16","00:30","+3","23.000000"
"16","01:30","+1","23.200001"
"16","01:30","+2","23.000000"
"16","02:30","+1","23.000000"
"16","02:30","+2","23.700001"
"16","02:30","+3","24.299999"
"16","02:30","+4","25.000000"
"16","03:30","+1","24.100000"
"16","03:30","+2","24.500000"
"16","03:30","+3","25.000000"
"16","04:30","+1","24.299999"
"16","04:30","+2","25.000000"
"16","05:30","+1","25.000000"
"16","05:30","+2","24.299999"
"16","05:30","+3","23.700001"
"16","05:30","+4","23.000000"
"16","06:30","+1","23.600000"
"16","06:30","+2","23.299999"
"16","06:30","+3","23.000000"
"16","07:30","+1","23.200001"
"16","07:30","+2","23.000000"
"16","08:30","+1","23.000000"
"16","08:30","+2","22.299999"
"16","08:30","+3","21.700001"
"16","08:30","+4","21.000000"
"16","09:30","+1","21.299999"
"16","09:30","+2","21.200001"
"16","09:30","+3","21.000000"
"16","10:30","+1","21.100000"
"16","10:30","+2","21.000000"
"16","11:30","+1","21.000000"
"16","11:30","+2","20.700001"
"16","11:30","+3","20.299999"
"16","11:30","+4","20.000000"
"16","12:30","+1","20.700001"
"16","12:30","+2","20.299999"
"16","12:30","+3","20.000000"
"16","13:30","+1","20.500000"
"16","13:30","+2","20.000000"
"16","14:30","+1","20.000000"
"16","14:30","+2","20.000000"
"16","14:30","+3","20.000000"
"16","14:30","+4","20.000000"
"16","15:30","+1","20.100000"
"16","15:30","+2","20.100000"
"16","15:30","+3","20.000000"
"16","16:30","+1","20.000000"
"16","16:30","+2","20.000000"
"16","17:30","+1","20.000000"
"16","17:30","+2","19.700001"
"16","17:30","+3","19.299999"
"16","17:30","+4","19.000000"
"16","18:30","+1","19.900000"
"16","18:30","+2","19.500000"
"16","18:30","+3","19.000000"
"16","19:30","+1","19.500000"
"16","19:30","+2","19.000000"
"16","20:30","+1","19.000000"
"16","20:30","+2","19.700001"
"16","20:30","+3","20.299999"
"16","20:30","+4","21.000000"
"16","21:30","+1","19.900000"
"16","21:30","+2","20.500000"
"16","21:30","+3","21.000000"
"16","22:30","+1","20.000000"
"16","22:30","+2","21.000000"
"16","23:30","+1","21.000000"
"16","23:30","+2","22.000000"
"16","23:30","+3","23.000000"
"16","23:30","+4","24.000000"
"17","00:30","+1","21.799999"
"17","00:30","+2","22.900000"
"17","00:30","+3","24.000000"
"17","01:30","+1","22.799999"
"17","01:30","+2","24.000000"
"17","02:30","+1","24.000000"
"17","02:30","+2","25.000000"
"17","02:30","+3","26.000000"
"17","02:30","+4","27.000000"
"17","03:30","+1","25.000000"
"17","03:30","+2","26.000000"
"17","03:30","+3","27.000000"
"17","04:30","+1","26.100000"
"17","04:30","+2","27.000000"
"17","05:30","+1","27.000000"
"17","05:30","+2","26.299999"
"17","05:30","+3","25.700001"
"17","05:30","+4","25.000000"
"17","06:30","+1","26.600000"
"17","06:30","+2","26.299999"
"17","06:30","+3","26.000000"
"17","07:30","+1","26.700001"
"17","07:30","+2","26.000000"
"17","08:30","+1","26.000000"
"17","08:30","+2","24.700001"
"17","08:30","+3","23.299999"
"17","08:30","+4","22.000000"
"17","09:30","+1","24.400000"
"17","09:30","+2","23.200001"
"17","09:30","+3","22.000000"
"17","10:30","+1","22.799999"
"17","10:30","+2","22.000000"
"17","11:30","+1","22.000000"
"17","11:30","+2","21.700001"
"17","11:30","+3","21.299999"
"17","11:30","+4","21.000000"
"17","12:30","+1","21.000000"
"17","12:30","+2","21.000000"
"17","12:30","+3","21.000000"
"17","13:30","+1","20.900000"
"17","13:30","+2","21.000000"
"17","14:30","+1","21.000000"
"17","14:30","+2","20.299999"
"17","14:30","+3","19.700001"
"17","14:30","+4","19.000000"
"17","15:30","+1","19.799999"
"17","15:30","+2","19.400000"
"17","15:30","+3","19.000000"
"17","16:30","+1","19.400000"
"17","16:30","+2","19.000000"
"17","17:30","+1","19.000000"
"17","17:30","+2","18.700001"
"17","17:30","+3","18.299999"
"17","17:30","+4","18.000000"
"17","18:30","+1","18.400000"
"17","18:30","+2","18.200001"
"17","18:30","+3","18.000000"
"17","19:30","+1","18.100000"
"17","19:30","+2","18.000000"
"17","20:30","+1","18.000000"
"17","20:30","+2","18.700001"
"17","20:30","+3","19.299999"
"17","20:30","+4","20.000000"
"17","21:30","+1","18.500000"
"17","21:30","+2","19.799999"
"17","21:30","+3","21.000000"
"17","22:30","+1","19.400000"
"17","22:30","+2","21.000000"
"17","23:30","+1","21.000000"
"17","23:30","+2","22.299999"
"17","23:30","+3","23.700001"
"17","23:30","+4","25.000000"
"18","00:30","+1","22.200001"
"18","00:30","+2","23.600000"
"18","00:30","+3","25.000000"
"18","01:30","+1","23.600000"
"18","01:30","+2","25.000000"
"18","02:30","+1","25.000000"
"18","02:30","+2","25.700001"
"18","02:30","+3","26.299999"
"18","02:30","+4","27.000000"
"18","03:30","+1","25.100000"
"18","03:30","+2","26.000000"
"18","03:30","+3","27.000000"
"18","04:30","+1","26.200001"
"18","04:30","+2","27.000000"
"18","05:30","+1","27.000000"
"18","05:30","+2","26.299999"
"18","05:30","+3","25.700001"
"18","05:30","+4","25.000000"
"18","06:30","+1","25.600000"
"18","06:30","+2","25.299999"
"18","06:30","+3","25.000000"
"18","07:30","+1","25.500000"
"18","07:30","+2","25.000000"
"18","08:30","+1","25.000000"
"18","08:30","+2","24.000000"
"18","08:30","+3","23.000000"
"18","08:30","+4","22.000000"
"18","09:30","+1","23.000000"
"18","09:30","+2","22.000000"
"18","09:30","+3","21.000000"
"18","10:30","+1","21.799999"
"18","10:30","+2","21.000000"
"18","11:30","+1","21.000000"
"18","11:30","+2","20.700001"
"18","11:30","+3","20.299999"
"18","11:30","+4","20.000000"
"18","12:30","+1","20.799999"
"18","12:30","+2","20.400000"
"18","12:30","+3","20.000000"
"18","13:30","+1","20.400000"
"18","13:30","+2","20.000000"
"18","14:30","+1","20.000000"
"18","14:30","+2","19.700001"
"18","14:30","+3","19.299999"
"18","14:30","+4","19.000000"
"18","15:30","+1","19.799999"
"18","15:30","+2","19.400000"
"18","15:30","+3","19.000000"
"18","16:30","+1","19.299999"
"18","16:30","+2","19.000000"
"18","17:30","+1","19.000000"
"18","17:30","+2","18.700001"
"18","17:30","+3","18.299999"
"18","17:30","+4","18.000000"
"18","18:30","+1","18.600000"
"18","18:30","+2","18.299999"
"18","18:30","+3","18.000000"
"18","19:30","+1","18.400000"
"18","19:30","+2","18.000000"
"18","20:30","+1","18.000000"
"18","20:30","+2","18.299999"
"18","20:30","+3","18.700001"
"18","20:30","+4","19.000000"
"18","21:30","+1","19.600000"
"18","21:30","+2","20.299999"
"18","21:30","+3","21.000000"
"18","22:30","+1","20.000000"
"18","22:30","+2","21.000000"
"18","23:30","+1","21.000000"
"18","23:30","+2","21.700001"
"18","23:30","+3","22.299999"
"18","23:30","+4","23.000000"
"19","00:30","+1","21.700001"
"19","00:30","+2","22.299999"
"19","00:30","+3","23.000000"
"19","01:30","+1","22.600000"
"19","01:30","+2","23.000000"
"19","02:30","+1","23.000000"
"19","02:30","+2","23.299999"
"19","02:30","+3","23.700001"
"19","02:30","+4","24.000000"
"19","03:30","+1","23.700001"
"19","03:30","+2","23.900000"
"19","03:30","+3","24.000000"
"19","04:30","+1","24.500000"
"19","04:30","+2","24.000000"
"19","05:30","+1","24.000000"
"19","05:30","+2","23.700001"
"19","05:30","+3","23.299999"
"19","05:30","+4","23.000000"
"19","06:30","+1","24.700001"
"19","06:30","+2","23.799999"
"19","06:30","+3","23.000000"
"19","07:30","+1","24.200001"
"19","07:30","+2","23.000000"
"19","08:30","+1","23.000000"
"19","08:30","+2","22.000000"
"19","08:30","+3","21.000000"
"19","08:30","+4","20.000000"
"19","09:30","+1","22.700001"
"19","09:30","+2","21.799999"
"19","09:30","+3","21.000000"
"19","10:30","+1","21.700001"
"19","10:30","+2","21.000000"
"19","11:30","+1","21.000000"
"19","11:30","+2","20.700001"
"19","11:30","+3","20.299999"
"19","11:30","+4","20.000000"
"19","12:30","+1","20.100000"
"19","12:30","+2","20.100000"
"19","12:30","+3","20.000000"
"19","13:30","+1","19.700001"
"19","13:30","+2","20.000000"
"19","14:30","+1","20.000000"
"19","14:30","+2","20.000000"
"19","14:30","+3","20.000000"
"19","14:30","+4","20.000000"
"19","15:30","+1","19.200001"
"19","15:30","+2","19.600000"
"19","15:30","+3","20.000000"
"19","16:30","+1","19.500000"
"19","16:30","+2","20.000000"
"19","17:30","+1","20.000000"
"19","17:30","+2","19.700001"
"19","17:30","+3","19.299999"
"19","17:30","+4","19.000000"
"19","18:30","+1","19.100000"
"19","18:30","+2","19.100000"
"19","18:30","+3","19.000000"
"19","19:30","+1","18.900000"
"19","19:30","+2","19.000000"
"19","20:30","+1","19.000000"
"19","20:30","+2","19.299999"
"19","20:30","+3","19.700001"
"19","20:30","+4","20.000000"
"19","21:30","+1","18.500000"
"19","21:30","+2","18.700001"
"19","21:30","+3","19.000000"
"19","22:30","+1","18.100000"
"19","22:30","+2","19.000000"
"19","23:30","+1","19.000000"
"19","23:30","+2","19.299999"
"19","23:30","+3","19.700001"
"19","23:30","+4","20.000000"
"20","00:30","+1","18.100000"
"20","00:30","+2","19.100000"
"20","00:30","+3","20.000000"
"20","01:30","+1","18.700001"
"20","01:30","+2","20.000000"
"20","02:30","+1","20.000000"
"20","02:30","+2","20.299999"
"20","02:30","+3","20.700001"
"20","02:30","+4","21.000000"
"20","03:30","+1","18.799999"
"20","03:30","+2","19.400000"
"20","03:30","+3","20.000000"
"20","04:30","+1","19.100000"
"20","04:30","+2","20.000000"
"20","05:30","+1","20.000000"
"20","05:30","+2","19.700001"
"20","05:30","+3","19.299999"
"20","05:30","+4","19.000000"
"20","06:30","+1","18.900000"
"20","06:30","+2","19.000000"
"20","06:30","+3","19.000000"
"20","07:30","+1","18.799999"
"20","07:30","+2","19.000000"
"20","08:30","+1","19.000000"
"20","08:30","+2","19.299999"
"20","08:30","+3","19.700001"
"20","08:30","+4","20.000000"
"20","09:30","+1","17.799999"
"20","09:30","+2","18.400000"
"20","09:30","+3","19.000000"
"20","10:30","+1","18.100000"
"20","10:30","+2","19.000000"
"20","11:30","+1","19.000000"
"20","11:30","+2","19.000000"
"20","11:30","+3","19.000000"
"20","11:30","+4","19.000000"
"20","12:30","+1","17.700001"
"20","12:30","+2","18.299999"
"20","12:30","+3","19.000000"
"20","13:30","+1","18.000000"
"20","13:30","+2","19.000000"
"20","14:30","+1","19.000000"
"20","14:30","+2","19.000000"
"20","14:30","+3","19.000000"
"20","14:30","+4","19.000000"
"20","15:30","+1","18.299999"
"20","15:30","+2","18.700001"
"20","15:30","+3","19.000000"
"20","16:30","+1","18.600000"
"20","16:30","+2","19.000000"
"20","17:30","+1","19.000000"
"20","17:30","+2","19.000000"
"20","17:30","+3","19.000000"
"20","17:30","+4","19.000000"
"20","18:30","+1","18.000000"
"20","18:30","+2","18.500000"
"20","18:30","+3","19.000000"
"20","19:30","+1","18.000000"
"20","19:30","+2","19.000000"
"20","20:30","+1","19.000000"
"20","20:30","+2","18.700001"
"20","20:30","+3","18.299999"
"20","20:30","+4","18.000000"
"20","21:30","+1","17.400000"
"20","21:30","+2","18.200001"
"20","21:30","+3","19.000000"
"20","22:30","+1","17.900000"
"20","22:30","+2","19.000000"
"20","23:30","+1","19.000000"
"20","23:30","+2","19.299999"
"20","23:30","+3","19.700001"
"20","23:30","+4","20.000000"
"21","00:30","+1","18.500000"
"21","00:30","+2","19.200001"
"21","00:30","+3","20.000000"
"21","01:30","+1","18.900000"
"21","01:30","+2","20.000000"
"21","02:30","+1","20.000000"
"21","02:30","+2","21.000000"
"21","02:30","+3","22.000000"
"21","02:30","+4","23.000000"
"21","03:30","+1","20.100000"
"21","03:30","+2","21.500000"
"21","03:30","+3","23.000000"
"21","04:30","+1","21.200001"
"21","04:30","+2","23.000000"
"21","05:30","+1","23.000000"
"21","05:30","+2","22.700001"
"21","05:30","+3","22.299999"
"21","05:30","+4","22.000000"
"21","06:30","+1","21.500000"
"21","06:30","+2","21.799999"
"21","06:30","+3","22.000000"
"21","07:30","+1","21.400000"
"21","07:30","+2","22.000000"
"21","08:30","+1","22.000000"
"21","08:30","+2","21.700001"
"21","08:30","+3","21.299999"
"21","08:30","+4","21.000000"
"21","09:30","+1","19.900000"
"21","09:30","+2","19.900000"
"21","09:30","+3","20.000000"
"21","10:30","+1","19.500000"
"21","10:30","+2","20.000000"
"21","11:30","+1","20.000000"
"21","11:30","+2","19.700001"
"21","11:30","+3","19.299999"
"21","11:30","+4","19.000000"
"21","12:30","+1","18.900000"
"21","12:30","+2","19.000000"
"21","12:30","+3","19.000000"
"21","13:30","+1","18.799999"
"21","13:30","+2","19.000000"
"21","14:30","+1","19.000000"
"21","14:30","+2","18.700001"
"21","14:30","+3","18.299999"
"21","14:30","+4","18.000000"
"21","15:30","+1","18.100000"
"21","15:30","+2","18.000000"
"21","15:30","+3","18.000000"
"21","16:30","+1","18.000000"
"21","16:30","+2","18.000000"
"21","17:30","+1","18.000000"
"21","17:30","+2","18.000000"
"21","17:30","+3","18.000000"
"21","17:30","+4","18.000000"
"21","18:30","+1","17.500000"
"21","18:30","+2","17.799999"
"21","18:30","+3","18.000000"
"21","19:30","+1","17.900000"
"21","19:30","+2","18.000000"
"21","20:30","+1","18.000000"
"21","20:30","+2","18.700001"
"21","20:30","+3","19.299999"
"21","20:30","+4","20.000000"
"21","21:30","+1","18.900000"
"21","21:30","+2","19.900000"
"21","21:30","+3","21.000000"
"21","22:30","+1","19.299999"
"21","22:30","+2","21.000000"
"21","23:30","+1","21.000000"
"21","23:30","+2","22.000000"
"21","23:30","+3","23.000000"
"21","23:30","+4","24.000000"
"22","00:30","+1","21.200001"
"22","00:30","+2","22.600000"
"22","00:30","+3","24.000000"
"22","01:30","+1","22.900000"
"22","01:30","+2","24.000000"
"22","02:30","+1","24.000000"
"22","02:30","+2","24.000000"
"22","02:30","+3","24.000000"
"22","02:30","+4","24.000000"
"22","03:30","+1","24.100000"
"22","03:30","+2","24.000000"
"22","03:30","+3","24.000000"
"22","04:30","+1","24.299999"
"22","04:30","+2","24.000000"
"22","05:30","+1","24.000000"
"22","05:30","+2","23.700001"
"22","05:30","+3","23.299999"
"22","05:30","+4","23.000000"
"22","06:30","+1","24.000000"
"22","06:30","+2","23.500000"
"22","06:30","+3","23.000000"
"22","07:30","+1","23.700001"
"22","07:30","+2","23.000000"
"22","08:30","+1","23.000000"
"22","08:30","+2","22.000000"
"22","08:30","+3","21.000000"
"22","08:30","+4","20.000000"
"22","09:30","+1","21.799999"
"22","09:30","+2","20.900000"
"22","09:30","+3","20.000000"
"22","10:30","+1","20.500000"
"22","10:30","+2","20.000000"
"22","11:30","+1","20.000000"
"22","11:30","+2","19.700001"
"22","11:30","+3","19.299999"
"22","11:30","+4","19.000000"
"22","12:30","+1","19.000000"
"22","12:30","+2","19.000000"
"22","12:30","+3","19.000000"
"22","13:30","+1","18.799999"
"22","13:30","+2","19.000000"
"22","14:30","+1","19.000000"
"22","14:30","+2","18.299999"
"22","14:30","+3","17.700001"
"22","14:30","+4","17.000000"
"22","15:30","+1","17.400000"
"22","15:30","+2","17.200001"
"22","15:30","+3","17.000000"
"22","16:30","+1","16.900000"
"22","16:30","+2","17.000000"
"22","17:30","+1","17.000000"
"22","17:30","+2","17.000000"
"22","17:30","+3","17.000000"
"22","17:30","+4","17.000000"
"22","18:30","+1","16.299999"
"22","18:30","+2","16.600000"
"22","18:30","+3","17.000000"
"22","19:30","+1","16.700001"
"22","19:30","+2","17.000000"
"22","20:30","+1","17.000000"
"22","20:30","+2","17.299999"
"22","20:30","+3","17.700001"
"22","20:30","+4","18.000000"
"22","21:30","+1","16.400000"
"22","21:30","+2","16.700001"
"22","21:30","+3","17.000000"
"22","22:30","+1","16.500000"
"22","22:30","+2","17.000000"
"22","23:30","+1","17.000000"
"22","23:30","+2","18.700001"
"22","23:30","+3","20.299999"
"22","23:30","+4","22.000000"
"23","00:30","+1","19.299999"
"23","00:30","+2","20.600000"
"23","00:30","+3","22.000000"
"23","01:30","+1","20.500000"
"23","01:30","+2","22.000000"
"23","02:30","+1","22.000000"
"23","02:30","+2","21.700001"
"23","02:30","+3","21.299999"
"23","02:30","+4","21.000000"
"23","03:30","+1","21.200001"
"23","03:30","+2","21.100000"
"23","03:30","+3","21.000000"
"23","04:30","+1","21.799999"
"23","04:30","+2","21.000000"
"23","05:30","+1","21.000000"
"23","05:30","+2","21.000000"
"23","05:30","+3","21.000000"
"23","05:30","+4","21.000000"
"23","06:30","+1","22.600000"
"23","06:30","+2","21.799999"
"23","06:30","+3","21.000000"
"23","07:30","+1","22.200001"
"23","07:30","+2","21.000000"
"23","08:30","+1","21.000000"
"23","08:30","+2","20.299999"
"23","08:30","+3","19.700001"
"23","08:30","+4","19.000000"
"23","09:30","+1","20.900000"
"23","09:30","+2","19.900000"
"23","09:30","+3","19.000000"
"23","10:30","+1","19.900000"
"23","10:30","+2","19.000000"
"23","11:30","+1","19.000000"
"23","11:30","+2","18.000000"
"23","11:30","+3","17.000000"
"23","11:30","+4","16.000000"
"23","12:30","+1","18.400000"
"23","12:30","+2","17.200001"
"23","12:30","+3","16.000000"
"23","13:30","+1","17.299999"
"23","13:30","+2","16.000000"
"23","14:30","+1","16.000000"
"23","14:30","+2","16.000000"
"23","14:30","+3","16.000000"
"23","14:30","+4","16.000000"
"23","15:30","+1","16.500000"
"23","15:30","+2","16.299999"
"23","15:30","+3","16.000000"
"23","16:30","+1","16.200001"
"23","16:30","+2","16.000000"
"23","17:30","+1","16.000000"
"23","17:30","+2","15.300000"
"23","17:30","+3","14.700000"
"23","17:30","+4","14.000000"
"23","18:30","+1","15.200000"
"23","18:30","+2","14.600000"
"23","18:30","+3","14.000000"
"23","19:30","+1","14.600000"
"23","19:30","+2","14.000000"
"23","20:30","+1","14.000000"
"23","20:30","+2","15.000000"
"23","20:30","+3","16.000000"
"23","20:30","+4","17.000000"
"23","21:30","+1","15.200000"
"23","21:30","+2","16.100000"
"23","21:30","+3","17.000000"
"23","22:30","+1","15.600000"
"23","22:30","+2","17.000000"
"23","23:30","+1","17.000000"
"23","23:30","+2","18.000000"
"23","23:30","+3","19.000000"
"23","23:30","+4","20.000000"
"24","00:30","+1","18.500000"
"24","00:30","+2","19.200001"
"24","00:30","+3","20.000000"
"24","01:30","+1","19.400000"
"24","01:30","+2","20.000000"
"24","02:30","+1","20.000000"
"24","02:30","+2","20.700001"
"24","02:30","+3","21.299999"
"24","02:30","+4","22.000000"
"24","03:30","+1","21.000000"
"24","03:30","+2","21.500000"
"24","03:30","+3","22.000000"
"24","04:30","+1","21.500000"
"24","04:30","+2","22.000000"
"24","05:30","+1","22.000000"
"24","05:30","+2","21.299999"
"24","05:30","+3","20.700001"
"24","05:30","+4","20.000000"
"24","06:30","+1","21.400000"
"24","06:30","+2","20.700001"
"24","06:30","+3","20.000000"
"24","07:30","+1","21.100000"
"24","07:30","+2","20.000000"
"24","08:30","+1","20.000000"
"24","08:30","+2","19.299999"
"24","08:30","+3","18.700001"
"24","08:30","+4","18.000000"
"24","09:30","+1","18.700001"
"24","09:30","+2","17.799999"
"24","09:30","+3","17.000000"
"24","10:30","+1","17.700001"
"24","10:30","+2","17.000000"
"24","11:30","+1","17.000000"
"24","11:30","+2","16.299999"
"24","11:30","+3","15.700000"
"24","11:30","+4","15.000000"
"24","12:30","+1","16.400000"
"24","12:30","+2","15.700000"
"24","12:30","+3","15.000000"
"24","13:30","+1","15.800000"
"24","13:30","+2","15.000000"
"24","14:30","+1","15.000000"
"24","14:30","+2","14.300000"
"24","14:30","+3","13.700000"
"24","14:30","+4","13.000000"
"24","15:30","+1","14.500000"
"24","15:30","+2","13.700000"
"24","15:30","+3","13.000000"
"24","16:30","+1","13.600000"
"24","16:30","+2","13.000000"
"24","17:30","+1","13.000000"
"24","17:30","+2","12.700000"
"24","17:30","+3","12.300000"
"24","17:30","+4","12.000000"
"24","18:30","+1","12.300000"
"24","18:30","+2","12.200000"
"24","18:30","+3","12.000000"
"24","19:30","+1","12.100000"
"24","19:30","+2","12.000000"
"24","20:30","+1","12.000000"
"24","20:30","+2","13.300000"
"24","20:30","+3","14.700000"
"24","20:30","+4","16.000000"
"24","21:30","+1","12.900000"
"24","21:30","+2","14.500000"
"24","21:30","+3","16.000000"
"24","22:30","+1","13.800000"
"24","22:30","+2","16.000000"
"24","23:30","+1","16.000000"
"24","23:30","+2","17.700001"
"24","23:30","+3","19.299999"
"24","23:30","+4","21.000000"
"25","00:30","+1","17.400000"
"25","00:30","+2","19.200001"
"25","00:30","+3","21.000000"
"25","01:30","+1","19.299999"
"25","01:30","+2","21.000000"
"25","02:30","+1","21.000000"
"25","02:30","+2","22.000000"
"25","02:30","+3","23.000000"
"25","02:30","+4","24.000000"
"25","03:30","+1","22.000000"
"25","03:30","+2","23.000000"
