진료년도,주상병코드,성별,입원외래구분,환자수(명),청구건수(건),요양급여비용(원)
2015,K57,남,외래,21252 ,37209 ,3078901630 
2015,K57,여,외래,16688 ,29385 ,2322761200 
2015,K57,남,입원,9003 ,10021 ,13127445720 
2015,K57,여,입원,6734 ,7519 ,10446714630 
2015,K58,남,외래,709184 ,1145110 ,36210576950 
2015,K58,여,외래,803284 ,1275237 ,37062453770 
2015,K58,남,입원,4640 ,4979 ,2816578880 
2015,K58,여,입원,5790 ,6190 ,3802950740 
2015,K59,남,외래,683683 ,1131849 ,28749764910 
2015,K59,여,외래,844543 ,1373787 ,32892334660 
2015,K59,남,입원,5289 ,5982 ,3204727430 
2015,K59,여,입원,6995 ,7731 ,4455039210 
2015,K60,남,외래,83293 ,230521 ,6199062270 
2015,K60,여,외래,58447 ,105947 ,3102065980 
2015,K60,남,입원,31273 ,33773 ,28436412550 
2015,K60,여,입원,9005 ,9454 ,7614355670 
2015,K61,남,외래,37769 ,127106 ,2957016710 
2015,K61,여,외래,8951 ,26420 ,617129260 
2015,K61,남,입원,21517 ,22853 ,17151472540 
2015,K61,여,입원,4177 ,4420 ,3296334610 
2015,K62,남,외래,54522 ,85185 ,4505584190 
2015,K62,여,외래,49167 ,76642 ,3783163760 
2015,K62,남,입원,3161 ,3454 ,3154049360 
2015,K62,여,입원,2962 ,3312 ,3939184150 
2015,K63,남,외래,324445 ,460980 ,72475815640 
2015,K63,여,외래,208972 ,296560 ,42420005730 
2015,K63,남,입원,29660 ,31052 ,25104564260 
2015,K63,여,입원,17555 ,18466 ,17786681400 
2015,K65,남,외래,4268 ,9129 ,934183480 
2015,K65,여,외래,4491 ,8706 ,901934380 
2015,K65,남,입원,3146 ,3795 ,15047710800 
2015,K65,여,입원,2972 ,3668 ,14367736910 
2015,K66,남,외래,996 ,1862 ,232960060 
2015,K66,여,외래,3678 ,6349 ,403342990 
2015,K66,남,입원,571 ,693 ,2932324660 
2015,K66,여,입원,1789 ,1912 ,3039305880 
2015,K67,남,외래,352 ,583 ,22695910 
2015,K67,여,외래,655 ,1055 ,35525820 
2015,K67,남,입원,19 ,29 ,49560230 
2015,K67,여,입원,47 ,49 ,92452900 
2015,K70,남,외래,102720 ,301678 ,13280164740 
2015,K70,여,외래,16057 ,44311 ,1956676800 
2015,K70,남,입원,17634 ,28778 ,53662711770 
2015,K70,여,입원,2966 ,4807 ,11784185570 
2015,K71,남,외래,20779 ,42911 ,1556154720 
2015,K71,여,외래,20530 ,42585 ,1714725630 
2015,K71,남,입원,2144 ,2457 ,2916040180 
2015,K71,여,입원,2597 ,2959 ,4200224420 
2015,K72,남,외래,4390 ,10635 ,580333580 
2015,K72,여,외래,3089 ,6657 ,327877050 
2015,K72,남,입원,1858 ,2806 ,8484552500 
2015,K72,여,입원,996 ,1537 ,5497053420 
2015,K73,남,외래,55063 ,127055 ,4311570910 
2015,K73,여,외래,44152 ,89688 ,3491408380 
2015,K73,남,입원,987 ,1226 ,852522100 
2015,K73,여,입원,445 ,541 ,426108060 
2015,K74,남,외래,47445 ,211751 ,20422411690 
2015,K74,여,외래,28883 ,138150 ,11684340320 
2015,K74,남,입원,7058 ,11971 ,29997121770 
2015,K74,여,입원,4220 ,7619 ,20117054920 
2015,K75,남,외래,74784 ,162363 ,7320124410 
2015,K75,여,외래,58120 ,135402 ,6634327630 
2015,K75,남,입원,6291 ,7598 ,15686621030 
2015,K75,여,입원,4694 ,5704 ,13062692260 
2015,K76,남,외래,388373 ,706269 ,26195749330 
2015,K76,여,외래,326672 ,543028 ,23344315950 
2015,K76,남,입원,7389 ,8851 ,5300420470 
2015,K76,여,입원,3418 ,3840 ,3613944860 
2015,K77,남,외래,3976 ,6659 ,235056980 
2015,K77,여,외래,4099 ,6434 ,239721330 
2015,K77,남,입원,35 ,48 ,32013180 
2015,K77,여,입원,20 ,27 ,33780060 
2015,K80,남,외래,59125 ,149105 ,8807371770 
2015,K80,여,외래,65065 ,168207 ,9692724570 
2015,K80,남,입원,27418 ,34638 ,99825311050 
2015,K80,여,입원,29876 ,37490 ,102998902480 
2015,K81,남,외래,16066 ,31272 ,2115880990 
2015,K81,여,외래,16469 ,31840 ,2064223470 
2015,K81,남,입원,7969 ,9593 ,26431014200 
2015,K81,여,입원,7612 ,9366 ,23609105680 
2015,K82,남,외래,24085 ,44431 ,2350833930 
2015,K82,여,외래,23991 ,45424 ,2329683320 
2015,K82,남,입원,2609 ,2778 ,6833505810 
2015,K82,여,입원,2664 ,2842 ,6609964050 
2015,K83,남,외래,11245 ,26142 ,2145162090 
2015,K83,여,외래,11639 ,26839 ,1995489710 
2015,K83,남,입원,3674 ,4691 ,12024792640 
2015,K83,여,입원,3334 ,4290 ,10267325840 
2015,K85,남,외래,16555 ,43612 ,3270400350 
2015,K85,여,외래,10214 ,22218 ,1645282830 
2015,K85,남,입원,11004 ,15017 ,27485500750 
2015,K85,여,입원,5090 ,6509 ,12593117910 
2015,K86,남,외래,20621 ,65372 ,4653236050 
2015,K86,여,외래,20762 ,49322 ,4036077210 
2015,K86,남,입원,2842 ,4484 ,7930503320 
2015,K86,여,입원,1254 ,1634 ,2760874280 
2015,K87,남,외래,551 ,1046 ,65303260 
2015,K87,여,외래,503 ,915 ,67829560 
2015,K87,남,입원,26 ,30 ,45389520 
2015,K87,여,입원,24 ,35 ,46110820 
2015,K90,남,외래,621 ,2025 ,117825860 
2015,K90,여,외래,562 ,1721 ,91724350 
2015,K90,남,입원,33 ,62 ,243413340 
2015,K90,여,입원,35 ,55 ,143100460 
2015,K91,남,외래,2735 ,7980 ,636821740 
2015,K91,여,외래,2271 ,6348 ,498711220 
2015,K91,남,입원,1602 ,2145 ,4880167640 
2015,K91,여,입원,1166 ,1472 ,3268931540 
2015,K92,남,외래,48415 ,78257 ,5417758730 
2015,K92,여,외래,47365 ,76699 ,4517803610 
2015,K92,남,입원,9833 ,10962 ,17236943920 
2015,K92,여,입원,6649 ,7712 ,11736595280 
2015,K93,남,외래,2051 ,3508 ,107278100 
2015,K93,여,외래,2648 ,4347 ,120537670 
2015,K93,남,입원,23 ,27 ,44971530 
2015,K93,여,입원,44 ,58 ,68202950 
2015,L00,남,외래,780 ,1366 ,29490290 
2015,L00,여,외래,743 ,1313 ,29198780 
2015,L00,남,입원,584 ,629 ,531637320 
2015,L00,여,입원,585 ,638 ,519929120 
2015,L01,남,외래,177760 ,299118 ,4480731360 
2015,L01,여,외래,176036 ,290740 ,4332839620 
2015,L01,남,입원,375 ,398 ,275233790 
2015,L01,여,입원,351 ,372 ,255297170 
2015,L02,남,외래,530937 ,1224841 ,22442612350 
2015,L02,여,외래,556386 ,1126176 ,19896565590 
2015,L02,남,입원,3775 ,4227 ,5494188950 
2015,L02,여,입원,2335 ,2688 ,3832365350 
2015,L03,남,외래,539683 ,1180202 ,23521126690 
2015,L03,여,외래,565288 ,1143316 ,21010850130 
2015,L03,남,입원,18342 ,20862 ,23067633180 
2015,L03,여,입원,11569 ,13264 ,15580910940 
2015,L04,남,외래,245887 ,436292 ,7477637680 
2015,L04,여,외래,375402 ,673805 ,11337543600 
2015,L04,남,입원,2578 ,2764 ,2483445030 
2015,L04,여,입원,2723 ,2915 ,2621237520 
2015,L05,남,외래,15505 ,37955 ,706233390 
2015,L05,여,외래,18025 ,37633 ,632657490 
2015,L05,남,입원,770 ,846 ,686204150 
2015,L05,여,입원,308 ,348 ,294973830 
2015,L08,남,외래,231382 ,416927 ,6775359710 
2015,L08,여,외래,261084 ,451012 ,7241611560 
2015,L08,남,입원,343 ,381 ,454749800 
2015,L08,여,입원,296 ,340 ,518442290 
2015,L10,남,외래,743 ,3765 ,87041260 
2015,L10,여,외래,815 ,4147 ,100646560 
2015,L10,남,입원,55 ,119 ,169923470 
2015,L10,여,입원,84 ,187 ,287418360 
2015,L11,남,외래,1271 ,1573 ,25891160 
2015,L11,여,외래,1120 ,1326 ,20979510 
2015,L12,남,외래,748 ,4127 ,126948910 
2015,L12,여,외래,967 ,4645 ,130524400 
2015,L12,남,입원,85 ,168 ,334411280 
2015,L12,여,입원,154 ,423 ,816026460 
2015,L13,남,외래,7894 ,15111 ,246566610 
2015,L13,여,외래,10609 ,18346 ,294404740 
2015,L13,남,입원,32 ,59 ,57968920 
2015,L13,여,입원,56 ,64 ,68912540 
2015,L14,남,외래,45 ,119 ,1846440 
2015,L14,여,외래,61 ,114 ,1974840 
2015,L14,여,입원,1 ,1 ,2044690 
2015,L20,남,외래,438821 ,1008501 ,18318742870 
2015,L20,여,외래,486014 ,979053 ,17263097260 
2015,L20,남,입원,848 ,1005 ,635656250 
2015,L20,여,입원,580 ,705 ,421309590 
2015,L21,남,외래,507263 ,1081071 ,15323748540 
2015,L21,여,외래,397433 ,765635 ,10797134450 
2015,L21,남,입원,204 ,238 ,58944390 
2015,L21,여,입원,66 ,71 ,10723960 
2015,L22,남,외래,16889 ,21000 ,298469890 
2015,L22,여,외래,20088 ,24780 ,351210170 
2015,L22,남,입원,14 ,15 ,10551600 
2015,L22,여,입원,15 ,15 ,4833030 
2015,L23,남,외래,1868942 ,3957970 ,57118639650 
2015,L23,여,외래,2702516 ,5329843 ,77561086800 
2015,L23,남,입원,882 ,983 ,254262730 
2015,L23,여,입원,870 ,919 ,394117580 
2015,L24,남,외래,527700 ,956566 ,13783366700 
2015,L24,여,외래,774310 ,1299761 ,18870898380 
2015,L24,남,입원,139 ,155 ,46725630 
2015,L24,여,입원,124 ,150 ,87772250 
2015,L25,남,외래,227602 ,406468 ,5800498530 
2015,L25,여,외래,318221 ,530718 ,7724609930 
2015,L25,남,입원,145 ,173 ,33250900 
2015,L25,여,입원,151 ,181 ,86423740 
2015,L26,남,외래,2382 ,4411 ,82699480 
2015,L26,여,외래,2713 ,4228 ,65708430 
2015,L26,남,입원,54 ,69 ,106942940 
2015,L26,여,입원,18 ,22 ,34168850 
2015,L27,남,외래,36480 ,67834 ,1198306460 
2015,L27,여,외래,43239 ,77267 ,1383050170 
2015,L27,남,입원,302 ,327 ,333838630 
2015,L27,여,입원,450 ,479 ,488228450 
2015,L28,남,외래,194172 ,432319 ,7720600470 
2015,L28,여,외래,204404 ,399416 ,7156012340 
2015,L28,남,입원,164 ,177 ,48886860 
2015,L28,여,입원,138 ,149 ,62986470 
2015,L29,남,외래,177453 ,350673 ,6100334250 
2015,L29,여,외래,244011 ,429091 ,7302066780 
2015,L29,남,입원,365 ,415 ,55666450 
2015,L29,여,입원,282 ,310 ,87417650 
2015,L30,남,외래,657106 ,1212873 ,18840021750 
2015,L30,여,외래,784159 ,1344413 ,20819879010 
2015,L30,남,입원,755 ,840 ,249272710 
2015,L30,여,입원,588 ,638 ,240058640 
2015,L40,남,외래,97059 ,460640 ,13589659180 
2015,L40,여,외래,69257 ,304341 ,8318807900 
2015,L40,남,입원,170 ,226 ,261119900 
2015,L40,여,입원,95 ,126 ,155416070 
2015,L41,남,외래,3568 ,12629 ,288797200 
2015,L41,여,외래,3198 ,10808 ,256382640 
2015,L41,남,입원,8 ,9 ,4687970 
2015,L41,여,입원,4 ,5 ,5903520 
2015,L42,남,외래,17827 ,36267 ,678044800 
2015,L42,여,외래,23881 ,50041 ,953504420 
2015,L42,남,입원,7 ,7 ,3859170 
2015,L42,여,입원,5 ,5 ,4400650 
2015,L43,남,외래,6769 ,16310 ,345875250 
2015,L43,여,외래,7847 ,18885 ,448830060 
2015,L43,남,입원,6 ,6 ,3054210 
2015,L43,여,입원,10 ,11 ,3729930 
2015,L44,남,외래,5190 ,8994 ,169974700 
2015,L44,여,외래,5994 ,9954 ,185077680 
2015,L44,남,입원,3 ,3 ,1469070 
2015,L44,여,입원,6 ,7 ,6702890 
2015,L45,남,외래,425 ,888 ,26195390 
2015,L45,여,외래,553 ,1084 ,35852030 
2015,L50,남,외래,1071602 ,2124550 ,37837627220 
2015,L50,여,외래,1352755 ,2613898 ,46791703550 
2015,L50,남,입원,2611 ,3004 ,1136746980 
2015,L50,여,입원,3298 ,3708 ,1754236510 
2015,L51,남,외래,9204 ,20830 ,395742790 
2015,L51,여,외래,13362 ,28804 ,549973450 
2015,L51,남,입원,401 ,453 ,706587060 
2015,L51,여,입원,384 ,468 ,759992620 
2015,L52,남,외래,1388 ,3925 ,102865530 
2015,L52,여,외래,4128 ,12369 ,319463810 
2015,L52,남,입원,33 ,38 ,34417790 
2015,L52,여,입원,76 ,81 ,120478160 
2015,L53,남,외래,17652 ,34216 ,575830480 
2015,L53,여,외래,22200 ,41477 ,717381020 
2015,L53,남,입원,54 ,56 ,43581600 
2015,L53,여,입원,91 ,102 ,94495080 
2015,L54,남,외래,292 ,600 ,8602220 
2015,L54,여,외래,372 ,707 ,10690690 
2015,L54,남,입원,1 ,1 ,210640 
2015,L54,여,입원,1 ,11 ,18961220 
2015,L55,남,외래,5133 ,6538 ,125564530 
2015,L55,여,외래,5872 ,7737 ,138371680 
2015,L55,남,입원,7 ,7 ,3957870 
2015,L55,여,입원,8 ,10 ,11716760 
2015,L56,남,외래,7545 ,13201 ,225650060 
2015,L56,여,외래,13052 ,19463 ,309677970 
2015,L56,남,입원,8 ,9 ,6066610 
2015,L56,여,입원,13 ,13 ,10257080 
2015,L57,남,외래,6023 ,12433 ,378679900 
2015,L57,여,외래,9289 ,20791 ,641643380 
2015,L57,남,입원,16 ,16 ,20124880 
2015,L57,여,입원,37 ,41 ,56489000 
2015,L58,남,외래,111 ,224 ,4921290 
2015,L58,여,외래,163 ,318 ,7279260 
2015,L58,남,입원,1 ,1 ,672230 
2015,L58,여,입원,2 ,2 ,438940 
2015,L59,남,외래,461 ,760 ,14910310 
2015,L59,여,외래,1319 ,1738 ,30189450 
2015,L59,남,입원,1 ,1 ,17910 
2015,L59,여,입원,6 ,8 ,17124490 
2015,L60,남,외래,109100 ,350018 ,7719148040 
2015,L60,여,외래,126462 ,374769 ,8005630010 
2015,L60,남,입원,1252 ,1350 ,525395750 
2015,L60,여,입원,1166 ,1250 ,628591270 
2015,L62,남,외래,154 ,247 ,6131840 
2015,L62,여,외래,230 ,323 ,5749890 
2015,L62,남,입원,1 ,1 ,1140970 
2015,L63,남,외래,84302 ,382899 ,9635278500 
2015,L63,여,외래,74550 ,327811 ,8241773920 
2015,L63,남,입원,58 ,71 ,28699180 
2015,L63,여,입원,67 ,82 ,38135590 
2015,L64,남,외래,18093 ,35192 ,608705010 
2015,L64,여,외래,4130 ,10399 ,379605210 
2015,L64,남,입원,3 ,3 ,44980 
2015,L65,남,외래,6392 ,11512 ,226016680 
2015,L65,여,외래,10307 ,20244 ,476208810 
2015,L65,남,입원,8 ,15 ,8413500 
2015,L65,여,입원,6 ,8 ,3530460 
2015,L66,남,외래,7924 ,16613 ,263653010 
2015,L66,여,외래,6749 ,12413 ,206473600 
2015,L66,남,입원,9 ,9 ,2353790 
2015,L66,여,입원,2 ,2 ,1732380 
2015,L67,남,외래,103 ,153 ,2665820 
2015,L67,여,외래,156 ,240 ,6240050 
2015,L68,남,외래,71 ,77 ,612630 
2015,L68,여,외래,129 ,142 ,1117920 
2015,L70,남,외래,50195 ,120095 ,1888286240 
2015,L70,여,외래,63938 ,135996 ,2110735920 
2015,L70,남,입원,9 ,9 ,312290 
2015,L70,여,입원,11 ,11 ,3838950 
2015,L71,남,외래,13308 ,32705 ,547946960 
2015,L71,여,외래,24455 ,62556 ,1086203270 
2015,L71,남,입원,18 ,19 ,7745480 
2015,L71,여,입원,24 ,25 ,7456310 
2015,L72,남,외래,113117 ,312715 ,10081756160 
2015,L72,여,외래,96474 ,229461 ,7257586480 
2015,L72,남,입원,2203 ,2298 ,1404136700 
2015,L72,여,입원,1339 ,1399 ,790107070 
2015,L73,남,외래,103520 ,226040 ,3514785770 
2015,L73,여,외래,119711 ,228264 ,3438485370 
2015,L73,남,입원,373 ,419 ,283869380 
2015,L73,여,입원,57 ,62 ,52034390 
2015,L74,남,외래,17165 ,21103 ,309168430 
2015,L74,여,외래,16745 ,20393 ,295048750 
2015,L74,남,입원,16 ,16 ,7914700 
2015,L74,여,입원,7 ,7 ,3896150 
2015,L75,남,외래,2521 ,7400 ,293131930 
2015,L75,여,외래,3014 ,8012 ,361519200 
2015,L75,남,입원,733 ,753 ,604828510 
2015,L75,여,입원,723 ,743 ,525705790 
2015,L80,남,외래,24694 ,372420 ,14930376760 
2015,L80,여,외래,30099 ,427827 ,16682656690 
2015,L80,남,입원,14 ,16 ,8479500 
2015,L80,여,입원,24 ,27 ,12844510 
2015,L81,남,외래,13251 ,19729 ,399055600 
2015,L81,여,외래,28986 ,46243 ,866503900 
2015,L81,남,입원,14 ,14 ,7444030 
2015,L81,여,입원,18 ,18 ,8613040 
2015,L82,남,외래,10436 ,17942 ,533013460 
2015,L82,여,외래,10008 ,16847 ,463623030 
2015,L82,남,입원,24 ,24 ,11865200 
2015,L82,여,입원,13 ,13 ,4173050 
2015,L83,남,외래,943 ,2017 ,70312670 
2015,L83,여,외래,912 ,1948 ,54500990 
2015,L83,남,입원,9 ,9 ,5452660 
2015,L83,여,입원,3 ,3 ,1994470 
2015,L84,남,외래,180741 ,408946 ,14415783230 
2015,L84,여,외래,172558 ,380714 ,13226393790 
2015,L84,남,입원,592 ,632 ,405739060 
2015,L84,여,입원,413 ,434 ,305632870 
2015,L85,남,외래,105165 ,189359 ,2815886740 
2015,L85,여,외래,98958 ,155180 ,2308811280 
2015,L85,남,입원,91 ,94 ,29998630 
2015,L85,여,입원,61 ,63 ,19412130 
2015,L86,남,외래,598 ,866 ,14502520 
2015,L86,여,외래,619 ,829 ,12469200 
2015,L86,여,입원,1 ,1 ,1950 
2015,L87,남,외래,709 ,1313 ,29429140 
2015,L87,여,외래,567 ,1133 ,30496160 
2015,L87,남,입원,3 ,3 ,3243110 
2015,L87,여,입원,2 ,2 ,4072330 
2015,L88,남,외래,842 ,3589 ,67358930 
2015,L88,여,외래,672 ,2596 ,46276920 
2015,L88,남,입원,47 ,66 ,153067280 
2015,L88,여,입원,23 ,25 ,61766710 
2015,L89,남,외래,7369 ,44170 ,1186622990 
2015,L89,여,외래,8625 ,46869 ,1334695990 
2015,L89,남,입원,2322 ,5171 ,11971467070 
2015,L89,여,입원,3629 ,9596 ,20134443000 
2015,L90,남,외래,11675 ,22279 ,467203630 
2015,L90,여,외래,16265 ,31997 ,668907490 
2015,L90,남,입원,278 ,326 ,717080200 
2015,L90,여,입원,220 ,250 ,503652080 
2015,L91,남,외래,47543 ,138526 ,3570486670 
2015,L91,여,외래,73682 ,197420 ,4996430210 
2015,L91,남,입원,86 ,104 ,128531170 
2015,L91,여,입원,114 ,129 ,158069530 
2015,L92,남,외래,8323 ,17938 ,464551480 
2015,L92,여,외래,9723 ,20433 ,558401910 
2015,L92,남,입원,145 ,157 ,142700530 
2015,L92,여,입원,116 ,123 ,114341640 
2015,L93,남,외래,646 ,2396 ,93206860 
2015,L93,여,외래,1646 ,5791 ,231569360 
2015,L93,남,입원,5 ,7 ,4705410 
2015,L93,여,입원,28 ,41 ,44942840 
2015,L94,남,외래,827 ,2596 ,90848630 
2015,L94,여,외래,1322 ,4379 ,154396660 
2015,L94,남,입원,17 ,20 ,15352930 
2015,L94,여,입원,25 ,33 ,39918270 
2015,L95,남,외래,2556 ,6134 ,161258890 
2015,L95,여,외래,4311 ,9996 ,274898280 
2015,L95,남,입원,37 ,43 ,48268550 
2015,L95,여,입원,65 ,75 ,119963390 
2015,L97,남,외래,1720 ,10177 ,314562350 
2015,L97,여,외래,924 ,4633 ,125349390 
2015,L97,남,입원,392 ,591 ,1430262690 
2015,L97,여,입원,191 ,259 ,607273770 
2015,L98,남,외래,18785 ,50973 ,1359155770 
2015,L98,여,외래,20880 ,49904 ,1296046000 
2015,L98,남,입원,560 ,693 ,1811346230 
2015,L98,여,입원,418 ,528 ,1109078810 
2015,L99,남,외래,569 ,1103 ,25442810 
2015,L99,여,외래,509 ,717 ,14753470 
2015,L99,남,입원,2 ,2 ,4521050 
2015,L99,여,입원,4 ,4 ,3802480 
2015,M00,남,외래,7988 ,32995 ,1059492660 
2015,M00,여,외래,8616 ,34262 ,1050062370 
2015,M00,남,입원,4211 ,5858 ,15319113160 
2015,M00,여,입원,4586 ,7027 ,19206799970 
2015,M01,남,외래,1061 ,2060 ,47379770 
2015,M01,여,외래,1661 ,3072 ,63099180 
2015,M01,남,입원,50 ,78 ,180769990 
2015,M01,여,입원,66 ,93 ,238215990 
2015,M02,남,외래,4177 ,8704 ,194826210 
2015,M02,여,외래,6973 ,14728 ,293000990 
2015,M02,남,입원,50 ,53 ,63100860 
2015,M02,여,입원,63 ,88 ,110937150 
2015,M03,남,외래,289 ,539 ,9736130 
2015,M03,여,외래,394 ,826 ,15417130 
2015,M03,남,입원,9 ,13 ,19728270 
2015,M03,여,입원,8 ,12 ,42554160 
2015,M05,남,외래,19650 ,130674 ,12885552790 
2015,M05,여,외래,80818 ,568237 ,61836855480 
2015,M05,남,입원,1011 ,1716 ,2866480560 
2015,M05,여,입원,3902 ,7547 ,13812902050 
2015,M06,남,외래,45929 ,149126 ,4660170270 
2015,M06,여,외래,124253 ,442674 ,13505874400 
2015,M06,남,입원,627 ,902 ,1264818350 
2015,M06,여,입원,1938 ,3239 ,5089038010 
2015,M07,남,외래,4237 ,14414 ,2277500620 
2015,M07,여,외래,6844 ,22662 ,1725605410 
2015,M07,남,입원,32 ,46 ,61811900 
2015,M07,여,입원,48 ,69 ,112421450 
2015,M08,남,외래,1787 ,8167 ,1942310570 
2015,M08,여,외래,2081 ,9363 ,1704945630 
2015,M08,남,입원,119 ,219 ,275619720 
2015,M08,여,입원,140 ,311 ,359468360 
2015,M09,남,외래,47 ,126 ,2722840 
2015,M09,여,외래,62 ,155 ,3719340 
2015,M09,남,입원,3 ,7 ,12055980 
2015,M09,여,입원,4 ,14 ,26441860 
2015,M10,남,외래,308779 ,1371797 ,28686344730 
2015,M10,여,외래,27957 ,76455 ,1806818200 
2015,M10,남,입원,6195 ,7791 ,6443970600 
2015,M10,여,입원,641 ,883 ,937455680 
2015,M11,남,외래,1333 ,4039 ,89014660 
2015,M11,여,외래,2297 ,7030 ,151307830 
2015,M11,남,입원,40 ,46 ,61877200 
2015,M11,여,입원,87 ,116 ,160965420 
2015,M12,남,외래,19653 ,57606 ,1448395210 
2015,M12,여,외래,24176 ,75012 ,1799736230 
2015,M12,남,입원,416 ,563 ,830680680 
2015,M12,여,입원,380 ,484 ,717685860 
2015,M13,남,외래,356083 ,1132514 ,20925364000 
2015,M13,여,외래,694632 ,2467373 ,46263127160 
2015,M13,남,입원,3541 ,4547 ,7008323410 
2015,M13,여,입원,7808 ,11213 ,25029514880 
2015,M14,남,외래,1735 ,5339 ,107460250 
2015,M14,여,외래,2351 ,9363 ,171378650 
2015,M14,남,입원,49 ,62 ,129755670 
2015,M14,여,입원,44 ,88 ,180684300 
2015,M15,남,외래,81506 ,275412 ,4598306050 
2015,M15,여,외래,193031 ,732332 ,13442971720 
2015,M15,남,입원,239 ,376 ,609507270 
2015,M15,여,입원,865 ,1623 ,3868549630 
2015,M16,남,외래,35229 ,108545 ,2801324440 
2015,M16,여,외래,53856 ,171100 ,4200508800 
2015,M16,남,입원,1610 ,2148 ,6424667820 
2015,M16,여,입원,3086 ,4743 ,13954898990 
2015,M17,남,외래,751211 ,4250555 ,110239023160 
2015,M17,여,외래,1854890 ,12742418 ,347114882000 
2015,M17,남,입원,20202 ,27642 ,70350857010 
2015,M17,여,입원,87387 ,136884 ,426805534890 
2015,M18,남,외래,2613 ,6960 ,139216040 
2015,M18,여,외래,6597 ,19719 ,372124570 
2015,M18,남,입원,25 ,37 ,47366700 
2015,M18,여,입원,61 ,68 ,89097810 
2015,M19,남,외래,314339 ,958361 ,22712744860 
2015,M19,여,외래,573032 ,1886027 ,45485406710 
2015,M19,남,입원,4150 ,4901 ,8177596240 
2015,M19,여,입원,6762 ,8584 ,18008873400 
2015,M20,남,외래,18589 ,49035 ,1574829920 
2015,M20,여,외래,55357 ,149074 ,4848927540 
2015,M20,남,입원,2881 ,3567 ,4596154990 
2015,M20,여,입원,11274 ,17477 ,27688766000 
2015,M21,남,외래,21657 ,47792 ,1535891700 
2015,M21,여,외래,22648 ,55608 ,1785911670 
2015,M21,남,입원,1782 ,2108 ,4314596180 
2015,M21,여,입원,3171 ,3789 ,8176880470 
2015,M22,남,외래,52328 ,123582 ,2836969380 
2015,M22,여,외래,74756 ,199260 ,4542062720 
2015,M22,남,입원,1795 ,1975 ,1281652760 
2015,M22,여,입원,2281 ,2559 ,1801396280 
2015,M23,남,외래,139633 ,396880 ,9958829950 
2015,M23,여,외래,163406 ,527615 ,13534315950 
2015,M23,남,입원,27981 ,32428 ,36937152160 
2015,M23,여,입원,39539 ,48301 ,58343213650 
2015,M24,남,외래,72129 ,278080 ,6022270110 
2015,M24,여,외래,86750 ,363106 ,7439238530 
2015,M24,남,입원,6090 ,7087 ,9465893410 
2015,M24,여,입원,5700 ,7297 ,9127176460 
2015,M25,남,외래,575601 ,1446486 ,32769439860 
2015,M25,여,외래,796230 ,2273320 ,48407959300 
2015,M25,남,입원,8215 ,9343 ,8668986190 
2015,M25,여,입원,8492 ,10224 ,9335563510 
2015,M30,남,외래,7674 ,19902 ,576017560 
2015,M30,여,외래,5532 ,14560 ,426641120 
2015,M30,남,입원,3668 ,4174 ,5565146110 
2015,M30,여,입원,2729 ,3069 ,4027103270 
2015,M31,남,외래,900 ,4769 ,293556090 
2015,M31,여,외래,2166 ,12301 ,723327290 
2015,M31,남,입원,183 ,374 ,1309127560 
2015,M31,여,입원,346 ,701 ,3230157410 
2015,M32,남,외래,2704 ,15234 ,1068631540 
2015,M32,여,외래,18945 ,139466 ,9198944010 
2015,M32,남,입원,289 ,587 ,1391663240 
2015,M32,여,입원,2078 ,4229 ,9533177250 
2015,M33,남,외래,1327 ,5866 ,253773640 
2015,M33,여,외래,2490 ,14857 ,710904250 
2015,M33,남,입원,148 ,394 ,1359477740 
2015,M33,여,입원,303 ,704 ,2010453670 
2015,M34,남,외래,492 ,2963 ,177098770 
2015,M34,여,외래,2886 ,19943 ,1284141170 
2015,M34,남,입원,46 ,92 ,170940160 
2015,M34,여,입원,368 ,791 ,1640582500 
2015,M35,남,외래,11728 ,51989 ,2311776590 
2015,M35,여,외래,31670 ,155760 ,7500605480 
2015,M35,남,입원,502 ,953 ,2076585780 
2015,M35,여,입원,1297 ,2392 ,4354971190 
2015,M36,남,외래,172 ,734 ,79847650 
2015,M36,여,외래,117 ,345 ,17080030 
2015,M36,남,입원,21 ,25 ,203111000 
2015,M36,여,입원,5 ,6 ,9748870 
2015,M40,남,외래,12597 ,40541 ,1056564260 
2015,M40,여,외래,21481 ,71498 ,1951897740 
2015,M40,남,입원,207 ,270 ,635822130 
2015,M40,여,입원,771 ,1171 ,3707374000 
2015,M41,남,외래,38322 ,116798 ,2758837220 
2015,M41,여,외래,71004 ,251461 ,5753702490 
2015,M41,남,입원,575 ,832 ,1777037500 
2015,M41,여,입원,1691 ,2150 ,6984884030 
2015,M42,남,외래,1827 ,9780 ,169114370 
2015,M42,여,외래,3126 ,17420 ,294570830 
2015,M42,남,입원,24 ,30 ,41052590 
2015,M42,여,입원,23 ,31 ,48780370 
2015,M43,남,외래,70790 ,276800 ,8685088370 
2015,M43,여,외래,133569 ,576373 ,18686195540 
2015,M43,남,입원,7155 ,8412 ,15860241240 
2015,M43,여,입원,15677 ,19716 ,39054734300 
2015,M45,남,외래,26880 ,160851 ,53636021890 
2015,M45,여,외래,11308 ,61144 ,12336068680 
2015,M45,남,입원,1008 ,1748 ,2945108820 
2015,M45,여,입원,476 ,855 ,1338978530 
2015,M46,남,외래,18379 ,69794 ,2628777430 
2015,M46,여,외래,26603 ,107547 ,3346102760 
