진료년도,주상병코드,성별,입원외래구분,환자수(명),청구건수(건),요양급여비용(원)
2013,H58,남,외래,237 ,459 ,17320150 
2013,H58,여,외래,309 ,632 ,22823630 
2013,H58,남,입원,3 ,13 ,21738350 
2013,H58,여,입원,8 ,8 ,7980620 
2013,H59,남,외래,481 ,1214 ,29887630 
2013,H59,여,외래,496 ,1149 ,29250320 
2013,H59,남,입원,21 ,21 ,24552360 
2013,H59,여,입원,15 ,15 ,18424050 
2013,H60,남,외래,683450 ,1616413 ,21731442250 
2013,H60,여,외래,895734 ,2024910 ,26939629760 
2013,H60,남,입원,483 ,542 ,447678940 
2013,H60,여,입원,434 ,453 ,358037670 
2013,H61,남,외래,237384 ,375430 ,8404082600 
2013,H61,여,외래,235097 ,360334 ,7741929610 
2013,H61,남,입원,285 ,302 ,221645080 
2013,H61,여,입원,298 ,331 ,255855110 
2013,H62,남,외래,21974 ,66221 ,876175920 
2013,H62,여,외래,27461 ,78039 ,1038396940 
2013,H62,남,입원,29 ,29 ,28072170 
2013,H62,여,입원,46 ,47 ,55088400 
2013,H65,남,외래,423886 ,1504871 ,23728158690 
2013,H65,여,외래,467011 ,1523405 ,24121770890 
2013,H65,남,입원,4561 ,4926 ,3503346190 
2013,H65,여,입원,4024 ,4333 ,3672000360 
2013,H66,남,외래,835428 ,3892155 ,50843124730 
2013,H66,여,외래,885388 ,3812838 ,50805076460 
2013,H66,남,입원,13712 ,15132 ,12532871870 
2013,H66,여,입원,15038 ,16486 ,15149185930 
2013,H67,남,외래,12667 ,48227 ,606145330 
2013,H67,여,외래,13484 ,47265 ,597313700 
2013,H67,남,입원,15 ,15 ,10666040 
2013,H67,여,입원,21 ,21 ,13771850 
2013,H68,남,외래,80991 ,163190 ,2628532130 
2013,H68,여,외래,131314 ,258138 ,4175781810 
2013,H68,남,입원,7 ,7 ,5252120 
2013,H68,여,입원,20 ,22 ,17406720 
2013,H69,남,외래,15218 ,24050 ,547465950 
2013,H69,여,외래,26199 ,40843 ,921459140 
2013,H69,남,입원,24 ,26 ,10789560 
2013,H69,여,입원,25 ,29 ,13819850 
2013,H70,남,외래,1488 ,3244 ,78320530 
2013,H70,여,외래,2141 ,4274 ,95998500 
2013,H70,남,입원,54 ,60 ,83316080 
2013,H70,여,입원,61 ,63 ,64280340 
2013,H71,남,외래,6750 ,29672 ,938199490 
2013,H71,여,외래,6902 ,30140 ,896351520 
2013,H71,남,입원,1067 ,1147 ,1844593010 
2013,H71,여,입원,994 ,1058 ,1763002070 
2013,H72,남,외래,11561 ,36923 ,1140204830 
2013,H72,여,외래,11733 ,37459 ,1156255810 
2013,H72,남,입원,230 ,236 ,190127670 
2013,H72,여,입원,323 ,335 ,263261310 
2013,H73,남,외래,35566 ,110019 ,1762236580 
2013,H73,여,외래,39751 ,126530 ,2001896150 
2013,H73,남,입원,35 ,36 ,34448830 
2013,H73,여,입원,31 ,35 ,27539850 
2013,H74,남,외래,3690 ,10673 ,318864140 
2013,H74,여,외래,4678 ,12806 ,373019870 
2013,H74,남,입원,160 ,173 ,232167980 
2013,H74,여,입원,194 ,203 ,265229490 
2013,H75,남,외래,9 ,14 ,341580 
2013,H75,여,외래,12 ,18 ,401850 
2013,H80,남,외래,94 ,248 ,9541210 
2013,H80,여,외래,252 ,677 ,27251240 
2013,H80,남,입원,32 ,36 ,39003290 
2013,H80,여,입원,63 ,67 ,78258060 
2013,H81,남,외래,265740 ,634859 ,18625704160 
2013,H81,여,외래,589483 ,1381661 ,38761478170 
2013,H81,남,입원,13224 ,14822 ,8813769980 
2013,H81,여,입원,28234 ,31792 ,19028367870 
2013,H82,남,외래,3610 ,7269 ,138518240 
2013,H82,여,외래,8018 ,16768 ,300864380 
2013,H82,남,입원,91 ,98 ,51847000 
2013,H82,여,입원,203 ,228 ,125486140 
2013,H83,남,외래,7937 ,15453 ,347964100 
2013,H83,여,외래,11546 ,24615 ,487844360 
2013,H83,남,입원,105 ,108 ,85030370 
2013,H83,여,입원,175 ,205 ,136769190 
2013,H90,남,외래,131693 ,228668 ,8113129570 
2013,H90,여,외래,150247 ,258057 ,8931733040 
2013,H90,남,입원,1137 ,1279 ,6547874300 
2013,H90,여,입원,1223 ,1342 ,5525720390 
2013,H91,남,외래,69193 ,151376 ,5434091660 
2013,H91,여,외래,81227 ,178393 ,6133922010 
2013,H91,남,입원,3214 ,3394 ,5221486020 
2013,H91,여,입원,3434 ,3670 ,5524038740 
2013,H92,남,외래,29386 ,39404 ,809608060 
2013,H92,여,외래,51947 ,69129 ,1298002440 
2013,H92,남,입원,47 ,48 ,16293090 
2013,H92,여,입원,71 ,73 ,32996830 
2013,H93,남,외래,127451 ,305467 ,7850403940 
2013,H93,여,외래,176269 ,410534 ,9862281260 
2013,H93,남,입원,418 ,453 ,651545750 
2013,H93,여,입원,593 ,656 ,601646950 
2013,H94,남,외래,53 ,63 ,1397930 
2013,H94,여,외래,63 ,80 ,2072110 
2013,H94,남,입원,2 ,2 ,3075540 
2013,H94,여,입원,3 ,4 ,3442590 
2013,H95,남,외래,1102 ,5585 ,91471650 
2013,H95,여,외래,1260 ,5825 ,96493030 
2013,H95,남,입원,18 ,20 ,33639620 
2013,H95,여,입원,26 ,26 ,51182260 
2013,I00,남,외래,410 ,1496 ,60325670 
2013,I00,여,외래,1485 ,6144 ,237731140 
2013,I00,남,입원,12 ,12 ,13860800 
2013,I00,여,입원,23 ,40 ,60030720 
2013,I01,남,외래,111 ,308 ,6086880 
2013,I01,여,외래,133 ,365 ,7124650 
2013,I01,남,입원,6 ,9 ,15917410 
2013,I01,여,입원,6 ,6 ,30830840 
2013,I02,남,외래,8 ,29 ,509990 
2013,I02,여,외래,20 ,52 ,1285620 
2013,I02,남,입원,1 ,1 ,923140 
2013,I02,여,입원,5 ,16 ,27621650 
2013,I05,남,외래,4613 ,20011 ,477443400 
2013,I05,여,외래,10631 ,47910 ,1136750850 
2013,I05,남,입원,310 ,438 ,3158445490 
2013,I05,여,입원,844 ,1158 ,7550215700 
2013,I06,남,외래,1595 ,6857 ,159620000 
2013,I06,여,외래,1728 ,7445 ,170133050 
2013,I06,남,입원,111 ,144 ,796852390 
2013,I06,여,입원,124 ,163 ,907869980 
2013,I07,남,외래,615 ,1960 ,51505190 
2013,I07,여,외래,1275 ,4176 ,103249350 
2013,I07,남,입원,76 ,118 ,951444350 
2013,I07,여,입원,153 ,219 ,1552036390 
2013,I08,남,외래,1455 ,5565 ,133887230 
2013,I08,여,외래,2705 ,11091 ,259070570 
2013,I08,남,입원,117 ,173 ,1260580230 
2013,I08,여,입원,262 ,403 ,2367462570 
2013,I09,남,외래,209 ,703 ,21049980 
2013,I09,여,외래,383 ,1337 ,45083160 
2013,I09,남,입원,15 ,18 ,47993410 
2013,I09,여,입원,24 ,34 ,210852320 
2013,I10,남,외래,2496217 ,18765651 ,279403925220 
2013,I10,여,외래,2733001 ,22274998 ,333997474700 
2013,I10,남,입원,18019 ,38894 ,31937398250 
2013,I10,여,입원,25865 ,74365 ,106985673380 
2013,I11,남,외래,155363 ,782748 ,14212533740 
2013,I11,여,외래,198571 ,1077080 ,18743518480 
2013,I11,남,입원,1972 ,3090 ,3586519540 
2013,I11,여,입원,3801 ,7220 ,10352198550 
2013,I12,남,외래,12946 ,61298 ,2814971700 
2013,I12,여,외래,11065 ,50558 ,2188589280 
2013,I12,남,입원,343 ,514 ,1070411630 
2013,I12,여,입원,307 ,472 ,1070324300 
2013,I13,남,외래,14923 ,76665 ,1465093030 
2013,I13,여,외래,18316 ,100785 ,1824161370 
2013,I13,남,입원,116 ,210 ,312136470 
2013,I13,여,입원,244 ,610 ,1020034290 
2013,I15,남,외래,10568 ,48481 ,1139209890 
2013,I15,여,외래,11845 ,57628 ,1210492560 
2013,I15,남,입원,204 ,265 ,339644150 
2013,I15,여,입원,265 ,417 ,561372330 
2013,I20,남,외래,299751 ,1166962 ,34556601200 
2013,I20,여,외래,241934 ,960272 ,24275275580 
2013,I20,남,입원,48812 ,57307 ,170997344230 
2013,I20,여,입원,32104 ,39014 ,94407102530 
2013,I21,남,외래,50377 ,189304 ,6196395010 
2013,I21,여,외래,17854 ,65431 ,2219697510 
2013,I21,남,입원,16555 ,19455 ,130165937980 
2013,I21,여,입원,6780 ,9368 ,51779070360 
2013,I22,남,외래,882 ,3667 ,80619640 
2013,I22,여,외래,481 ,1942 ,41951130 
2013,I22,남,입원,95 ,133 ,443083800 
2013,I22,여,입원,72 ,130 ,362477250 
2013,I23,남,외래,302 ,1187 ,23469170 
2013,I23,여,외래,162 ,628 ,11068130 
2013,I23,남,입원,39 ,72 ,301877630 
2013,I23,여,입원,25 ,74 ,385061510 
2013,I24,남,외래,3323 ,8295 ,282994370 
2013,I24,여,외래,2739 ,7616 ,219264070 
2013,I24,남,입원,493 ,674 ,1780792260 
2013,I24,여,입원,402 ,645 ,1508445490 
2013,I25,남,외래,102772 ,368719 ,10677854210 
2013,I25,여,외래,61776 ,227563 ,5848857400 
2013,I25,남,입원,16074 ,18954 ,56089825690 
2013,I25,여,입원,8935 ,12406 ,31874641290 
2013,I26,남,외래,3494 ,16237 ,713747680 
2013,I26,여,외래,5254 ,25238 ,970764560 
2013,I26,남,입원,1446 ,1903 ,5367271290 
2013,I26,여,입원,2276 ,3452 ,9678017290 
2013,I27,남,외래,1119 ,5101 ,776635900 
2013,I27,여,외래,1728 ,8282 ,1603521940 
2013,I27,남,입원,282 ,423 ,1594951260 
2013,I27,여,입원,497 ,829 ,2811359400 
2013,I28,남,외래,716 ,895 ,92765490 
2013,I28,여,외래,663 ,945 ,86413840 
2013,I28,남,입원,38 ,42 ,165591320 
2013,I28,여,입원,58 ,82 ,248867600 
2013,I30,남,외래,537 ,1217 ,66566280 
2013,I30,여,외래,297 ,725 ,35089970 
2013,I30,남,입원,298 ,331 ,648812150 
2013,I30,여,입원,126 ,158 ,392116940 
2013,I31,남,외래,1392 ,4416 ,178474010 
2013,I31,여,외래,1768 ,5077 ,188867270 
2013,I31,남,입원,566 ,716 ,2294494560 
2013,I31,여,입원,556 ,727 ,2062511280 
2013,I32,남,외래,106 ,374 ,15444410 
2013,I32,여,외래,102 ,266 ,8838130 
2013,I32,남,입원,43 ,70 ,209090850 
2013,I32,여,입원,29 ,32 ,90474200 
2013,I33,남,외래,796 ,3463 ,106229500 
2013,I33,여,외래,476 ,1993 ,64623880 
2013,I33,남,입원,397 ,783 ,6555441380 
2013,I33,여,입원,281 ,557 ,4264963000 
2013,I34,남,외래,6026 ,22555 ,612295330 
2013,I34,여,외래,9617 ,37335 ,924359330 
2013,I34,남,입원,649 ,969 ,8706959200 
2013,I34,여,입원,806 ,1196 ,8354065180 
2013,I35,남,외래,8920 ,36263 ,1008870790 
2013,I35,여,외래,10694 ,42922 ,1089375390 
2013,I35,남,입원,1280 ,1968 ,18147026530 
2013,I35,여,입원,1288 ,2007 ,13316677580 
2013,I36,남,외래,403 ,1248 ,33114610 
2013,I36,여,외래,903 ,2995 ,78266300 
2013,I36,남,입원,54 ,76 ,658642910 
2013,I36,여,입원,92 ,137 ,1027682580 
2013,I37,남,외래,415 ,837 ,21259510 
2013,I37,여,외래,485 ,1068 ,32583920 
2013,I37,남,입원,60 ,73 ,679143020 
2013,I37,여,입원,58 ,76 ,509589430 
2013,I38,남,외래,429 ,1350 ,43824840 
2013,I38,여,외래,626 ,1915 ,61706010 
2013,I38,남,입원,52 ,80 ,345447850 
2013,I38,여,입원,70 ,95 ,397706430 
2013,I39,남,외래,141 ,422 ,9198380 
2013,I39,여,외래,179 ,536 ,11319540 
2013,I39,남,입원,16 ,33 ,105213890 
2013,I39,여,입원,21 ,46 ,76348920 
2013,I40,남,외래,440 ,986 ,35308460 
2013,I40,여,외래,384 ,892 ,28769120 
2013,I40,남,입원,184 ,209 ,987600870 
2013,I40,여,입원,121 ,155 ,1423360360 
2013,I41,남,외래,30 ,57 ,1548920 
2013,I41,여,외래,23 ,59 ,1025210 
2013,I41,남,입원,2 ,2 ,851600 
2013,I41,여,입원,9 ,9 ,5750090 
2013,I42,남,외래,16656 ,73881 ,2220357650 
2013,I42,여,외래,10273 ,45605 ,1416265160 
2013,I42,남,입원,2877 ,4494 ,15150627780 
2013,I42,여,입원,2223 ,3768 ,11242936870 
2013,I43,남,외래,47 ,173 ,5311970 
2013,I43,여,외래,65 ,260 ,15774570 
2013,I43,남,입원,6 ,7 ,12315840 
2013,I43,여,입원,24 ,40 ,112852770 
2013,I44,남,외래,4678 ,13235 ,444478860 
2013,I44,여,외래,5625 ,16702 ,560024100 
2013,I44,남,입원,1065 ,1283 ,7715533510 
2013,I44,여,입원,1495 ,1813 ,10645598700 
2013,I45,남,외래,5450 ,10639 ,319859360 
2013,I45,여,외래,4836 ,9327 ,274725310 
2013,I45,남,입원,545 ,603 ,2598931840 
2013,I45,여,입원,332 ,393 ,1516194570 
2013,I46,남,외래,6279 ,8827 ,2311791950 
2013,I46,여,외래,3673 ,4331 ,1222531140 
2013,I46,남,입원,1935 ,2680 ,17282203350 
2013,I46,여,입원,1123 ,1411 ,7292415560 
2013,I47,남,외래,15694 ,45238 ,1590635980 
2013,I47,여,외래,21423 ,63524 ,2003731170 
2013,I47,남,입원,2777 ,3301 ,14561766180 
2013,I47,여,입원,3073 ,3510 ,14052373550 
2013,I48,남,외래,73810 ,345687 ,8922211330 
2013,I48,여,외래,49029 ,228153 ,5745171200 
2013,I48,남,입원,8175 ,10198 ,23959311400 
2013,I48,여,입원,6459 ,8376 ,16039216310 
2013,I49,남,외래,49802 ,122265 ,3568259770 
2013,I49,여,외래,66753 ,169887 ,4613838160 
2013,I49,남,입원,2284 ,2869 ,9539800880 
2013,I49,여,입원,3028 ,3951 ,11430716840 
2013,I50,남,외래,40893 ,157527 ,3914176560 
2013,I50,여,외래,65002 ,270661 ,5884586790 
2013,I50,남,입원,7431 ,11111 ,23673816150 
2013,I50,여,입원,11713 ,20529 ,39839033510 
2013,I51,남,외래,14493 ,33554 ,1038692770 
2013,I51,여,외래,17222 ,37092 ,1006988070 
2013,I51,남,입원,593 ,796 ,1688667430 
2013,I51,여,입원,557 ,872 ,1825573740 
2013,I52,남,외래,64 ,101 ,2910770 
2013,I52,여,외래,91 ,186 ,3782620 
2013,I52,남,입원,3 ,13 ,10152870 
2013,I60,남,외래,8969 ,39118 ,1837339980 
2013,I60,여,외래,14969 ,65817 ,2860401480 
2013,I60,남,입원,3614 ,9013 ,48487697340 
2013,I60,여,입원,5648 ,15603 ,82316590600 
2013,I61,남,외래,20950 ,133529 ,5177597170 
2013,I61,여,외래,16579 ,101112 ,3950152200 
2013,I61,남,입원,10597 ,38300 ,120292546690 
2013,I61,여,입원,9005 ,36445 ,108149843210 
2013,I62,남,외래,4607 ,17172 ,931272000 
2013,I62,여,외래,2739 ,11329 ,575004990 
2013,I62,남,입원,2582 ,5439 ,17168619750 
2013,I62,여,입원,1617 ,3876 ,12078450110 
2013,I63,남,외래,213605 ,1133372 ,35607182270 
2013,I63,여,외래,188153 ,974826 ,29620460510 
2013,I63,남,입원,48122 ,126705 ,306022264850 
2013,I63,여,입원,44786 ,151294 ,352030507110 
2013,I64,남,외래,9521 ,30954 ,1733838360 
2013,I64,여,외래,10086 ,33159 ,1787403090 
2013,I64,남,입원,1604 ,4006 ,6788689940 
2013,I64,여,입원,2028 ,6147 ,11283170620 
2013,I65,남,외래,27091 ,88910 ,3762039580 
2013,I65,여,외래,18637 ,63565 ,2461596870 
2013,I65,남,입원,3722 ,4774 ,13597030100 
2013,I65,여,입원,2099 ,2776 ,5974742030 
2013,I66,남,외래,11869 ,43190 ,1901888680 
2013,I66,여,외래,14766 ,55932 ,2262575530 
2013,I66,남,입원,1459 ,1965 ,3897147570 
2013,I66,여,입원,1773 ,2604 ,4907901660 
2013,I67,남,외래,68530 ,221175 ,9988971680 
2013,I67,여,외래,107438 ,366124 ,16442015560 
2013,I67,남,입원,8537 ,14576 ,37320381470 
2013,I67,여,입원,17219 ,30786 ,83036028290 
2013,I68,남,외래,1744 ,4626 ,175985300 
2013,I68,여,외래,2786 ,7201 ,249471470 
2013,I68,남,입원,98 ,173 ,225396630 
2013,I68,여,입원,167 ,293 ,383585840 
2013,I69,남,외래,57080 ,342249 ,9459306200 
2013,I69,여,외래,57678 ,323902 ,8423013190 
2013,I69,남,입원,13316 ,57470 ,116965662800 
2013,I69,여,입원,15204 ,74719 ,156208904170 
2013,I70,남,외래,38576 ,128306 ,4049744210 
2013,I70,여,외래,32740 ,97792 ,2346691650 
2013,I70,남,입원,4224 ,6240 ,26345073780 
2013,I70,여,입원,1099 ,1785 ,6319064850 
2013,I71,남,외래,11152 ,40793 ,2732876560 
2013,I71,여,외래,5597 ,19474 ,1227861580 
2013,I71,남,입원,2797 ,4157 ,38906083340 
2013,I71,여,입원,1323 ,2205 ,17948189510 
2013,I72,남,외래,2025 ,5590 ,337929620 
2013,I72,여,외래,2247 ,5126 ,323447680 
2013,I72,남,입원,526 ,671 ,3074387200 
2013,I72,여,입원,496 ,599 ,2267712550 
2013,I73,남,외래,65733 ,172183 ,3484694180 
2013,I73,여,외래,96682 ,228487 ,4297067390 
2013,I73,남,입원,1133 ,1957 ,5041039780 
2013,I73,여,입원,528 ,900 ,1676491980 
2013,I74,남,외래,6333 ,21245 ,755737040 
2013,I74,여,외래,4009 ,12244 ,342629860 
2013,I74,남,입원,1413 ,1893 ,7738846110 
2013,I74,여,입원,606 ,971 ,3296973940 
2013,I77,남,외래,2506 ,7351 ,395361770 
2013,I77,여,외래,2092 ,5986 ,355903090 
2013,I77,남,입원,627 ,804 ,3064476390 
2013,I77,여,입원,386 ,492 ,1746210120 
2013,I78,남,외래,4282 ,8438 ,184088070 
2013,I78,여,외래,8177 ,14400 ,320234890 
2013,I78,남,입원,37 ,57 ,89880770 
2013,I78,여,입원,50 ,68 ,85679790 
2013,I79,남,외래,4348 ,14143 ,363985210 
2013,I79,여,외래,4606 ,14780 ,376382650 
2013,I79,남,입원,162 ,226 ,596555610 
2013,I79,여,입원,93 ,149 ,402762020 
2013,I80,남,외래,9266 ,29612 ,1008583710 
2013,I80,여,외래,10883 ,32824 ,1093596610 
2013,I80,남,입원,1316 ,1653 ,3622503120 
2013,I80,여,입원,1495 ,2132 ,5097918710 
2013,I81,남,외래,323 ,1382 ,93456120 
2013,I81,여,외래,181 ,634 ,47128080 
2013,I81,남,입원,70 ,89 ,238030330 
2013,I81,여,입원,17 ,23 ,151709210 
2013,I82,남,외래,2457 ,7633 ,281326470 
2013,I82,여,외래,2519 ,7702 ,287534990 
2013,I82,남,입원,199 ,271 ,663827420 
2013,I82,여,입원,232 ,324 ,797728250 
2013,I83,남,외래,47745 ,124699 ,3713589180 
2013,I83,여,외래,99282 ,240567 ,6750314790 
2013,I83,남,입원,18159 ,19019 ,12188837450 
2013,I83,여,입원,24561 ,25752 ,14409517830 
2013,I84,남,외래,339421 ,853983 ,24193659060 
2013,I84,여,외래,319283 ,802553 ,23480160030 
2013,I84,남,입원,106338 ,108521 ,92759900920 
2013,I84,여,입원,100059 ,102038 ,87212593720 
2013,I85,남,외래,1435 ,4417 ,317063300 
2013,I85,여,외래,455 ,1437 ,98904550 
2013,I85,남,입원,1540 ,1966 ,5444919300 
2013,I85,여,입원,411 ,507 ,1477564260 
2013,I86,남,외래,11157 ,24644 ,1005664490 
2013,I86,여,외래,1662 ,2762 ,101579870 
2013,I86,남,입원,3068 ,3207 ,3561366100 
2013,I86,여,입원,161 ,182 ,404556910 
2013,I87,남,외래,12620 ,26272 ,501606980 
2013,I87,여,외래,27718 ,60372 ,986249410 
2013,I87,남,입원,235 ,284 ,332010910 
2013,I87,여,입원,218 ,229 ,338112650 
2013,I88,남,외래,23530 ,38004 ,1717656700 
2013,I88,여,외래,32630 ,53536 ,2139226730 
2013,I88,남,입원,3669 ,3904 ,2616344230 
2013,I88,여,입원,3552 ,3806 ,2668193030 
2013,I89,남,외래,5074 ,11313 ,308662130 
2013,I89,여,외래,13504 ,41180 ,958466860 
2013,I89,남,입원,187 ,226 ,261146000 
2013,I89,여,입원,471 ,643 ,848290600 
2013,I95,남,외래,9681 ,15752 ,666927720 
2013,I95,여,외래,12401 ,19047 ,755074980 
2013,I95,남,입원,955 ,1097 ,988014330 
2013,I95,여,입원,1018 ,1157 ,1005029100 
2013,I97,남,외래,127 ,320 ,10509870 
2013,I97,여,외래,1396 ,9805 ,222632050 
2013,I97,남,입원,14 ,16 ,67650120 
2013,I97,여,입원,93 ,114 ,189307160 
2013,I98,남,외래,828 ,2348 ,128643970 
2013,I98,여,외래,554 ,1503 ,59179520 
2013,I98,남,입원,498 ,622 ,1509221610 
2013,I98,여,입원,145 ,182 ,426432420 
2013,I99,남,외래,4313 ,8083 ,236836760 
2013,I99,여,외래,5312 ,10614 ,302489750 
2013,I99,남,입원,48 ,48 ,66091960 
2013,I99,여,입원,29 ,31 ,32226450 
2013,J00,남,외래,2193132 ,4832728 ,58129207730 
2013,J00,여,외래,2626679 ,5750760 ,68954794420 
2013,J00,남,입원,1940 ,2082 ,406899800 
2013,J00,여,입원,2364 ,2461 ,629725860 
2013,J01,남,외래,1839737 ,5464643 ,71572601960 
2013,J01,여,외래,2142471 ,5839685 ,76756407390 
2013,J01,남,입원,4200 ,4550 ,2684839120 
2013,J01,여,입원,4744 ,5060 ,3132753700 
2013,J02,남,외래,2177369 ,4628725 ,62259803970 
2013,J02,여,외래,2817271 ,5955253 ,79511291430 
2013,J02,남,입원,13736 ,14733 ,6217405930 
2013,J02,여,입원,13406 ,14366 ,6052381760 
2013,J03,남,외래,3125759 ,6659255 ,90762838740 
2013,J03,여,외래,3822084 ,8224601 ,110917555060 
2013,J03,남,입원,38307 ,42513 ,18356723990 
2013,J03,여,입원,35059 ,38675 ,17000607100 
2013,J04,남,외래,1382166 ,2835146 ,38323840640 
2013,J04,여,외래,1873022 ,3870873 ,52386261000 
2013,J04,남,입원,2885 ,3066 ,1470421390 
2013,J04,여,입원,3140 ,3313 ,1706580160 
2013,J05,남,외래,67249 ,125120 ,2513626160 
2013,J05,여,외래,59968 ,110258 ,1909452050 
2013,J05,남,입원,8530 ,9098 ,4895271960 
2013,J05,여,입원,5203 ,5513 ,2955976310 
2013,J06,남,외래,2822287 ,5992752 ,81696909820 
2013,J06,여,외래,3500614 ,7429252 ,99997078390 
2013,J06,남,입원,13133 ,14040 ,5749831480 
2013,J06,여,입원,13569 ,14384 ,6100228130 
2013,J09,남,외래,6075 ,8459 ,237353220 
2013,J09,여,외래,6919 ,9631 ,281790260 
2013,J09,남,입원,2118 ,2190 ,1183493030 
2013,J09,여,입원,2431 ,2507 ,1404533180 
2013,J10,남,외래,18004 ,29263 ,535513140 
2013,J10,여,외래,19660 ,31672 ,585257400 
2013,J10,남,입원,6613 ,6790 ,3600354700 
2013,J10,여,입원,7261 ,7450 ,3935904660 
2013,J11,남,외래,61663 ,91471 ,1655232330 
2013,J11,여,외래,70815 ,108350 ,1934773720 
2013,J11,남,입원,6027 ,6185 ,3085662400 
2013,J11,여,입원,7669 ,7875 ,4118902630 
2013,J12,남,외래,9080 ,21409 ,407249090 
2013,J12,여,외래,8880 ,20938 ,368716580 
2013,J12,남,입원,5200 ,5752 ,4433498560 
2013,J12,여,입원,4270 ,4681 ,3537461320 
2013,J13,남,외래,2235 ,5284 ,91268030 
2013,J13,여,외래,2716 ,6615 ,101809140 
2013,J13,남,입원,317 ,347 ,675838920 
2013,J13,여,입원,205 ,222 ,382309840 
2013,J14,남,외래,465 ,843 ,12425420 
2013,J14,여,외래,608 ,1128 ,14999300 
2013,J14,남,입원,64 ,70 ,70838540 
2013,J14,여,입원,47 ,50 ,59376320 
2013,J15,남,외래,122949 ,300778 ,5881709140 
2013,J15,여,외래,148882 ,348506 ,6140012710 
2013,J15,남,입원,24987 ,32119 ,54567613850 
2013,J15,여,입원,25654 ,31095 ,41118175020 
2013,J16,남,외래,4373 ,10737 ,176943970 
2013,J16,여,외래,5230 ,12513 ,193271580 
2013,J16,남,입원,421 ,484 ,907641000 
2013,J16,여,입원,402 ,469 ,650185770 
2013,J17,남,외래,3616 ,7145 ,135434840 
2013,J17,여,외래,4235 ,8091 ,138686920 
2013,J17,남,입원,322 ,426 ,1139688940 
2013,J17,여,입원,304 ,378 ,823300120 
2013,J18,남,외래,426481 ,1146595 ,24952717050 
2013,J18,여,외래,462674 ,1178325 ,23493487000 
2013,J18,남,입원,119560 ,158986 ,206062771930 
2013,J18,여,입원,110099 ,140754 ,158717544330 
2013,J20,남,외래,6329687 ,22716723 ,290852924840 
2013,J20,여,외래,7834122 ,26501804 ,339535369760 
2013,J20,남,입원,38410 ,43234 ,22238239010 
2013,J20,여,입원,44942 ,50167 ,27617682030 
2013,J21,남,외래,730399 ,2549216 ,34138341000 
2013,J21,여,외래,798760 ,2510922 ,33275315210 
2013,J21,남,입원,23386 ,27751 ,16016709720 
2013,J21,여,입원,17147 ,19770 ,11303107730 
2013,J22,남,외래,372401 ,812297 ,10437284580 
2013,J22,여,외래,461359 ,997454 ,12801182850 
2013,J22,남,입원,687 ,768 ,457881270 
2013,J22,여,입원,1085 ,1251 ,824749360 
2013,J30,남,외래,2757806 ,6676477 ,93441739690 
2013,J30,여,외래,3207128 ,7274131 ,99962462460 
2013,J30,남,입원,3078 ,3203 ,1092729670 
2013,J30,여,입원,2279 ,2376 ,764188510 
2013,J31,남,외래,518193 ,1271656 ,18809287710 
2013,J31,여,외래,628297 ,1483697 ,21267145020 
2013,J31,남,입원,2608 ,2671 ,1657240620 
2013,J31,여,입원,1093 ,1120 ,685874950 
2013,J32,남,외래,953502 ,3023876 ,50087176140 
2013,J32,여,외래,1104348 ,3221467 ,50420337010 
2013,J32,남,입원,20849 ,23092 ,23197120590 
2013,J32,여,입원,11865 ,13132 ,12670962020 
2013,J33,남,외래,27179 ,80926 ,3221278370 
2013,J33,여,외래,16819 ,48001 ,1783228080 
2013,J33,남,입원,1583 ,1681 ,1779933260 
2013,J33,여,입원,791 ,830 ,836674020 
2013,J34,남,외래,493604 ,1121967 ,23930707040 
2013,J34,여,외래,492722 ,1025127 ,18631444560 
2013,J34,남,입원,25870 ,26870 ,17447267520 
2013,J34,여,입원,8706 ,9014 ,5550256260 
2013,J35,남,외래,218354 ,450725 ,9416873010 
2013,J35,여,외래,271838 ,551104 ,10003729990 
2013,J35,남,입원,21468 ,22251 ,17606035440 
2013,J35,여,입원,16158 ,16752 ,12979629290 
2013,J36,남,외래,408409 ,756501 ,10769084330 
2013,J36,여,외래,484156 ,921440 ,12602096050 
2013,J36,남,입원,8930 ,9664 ,5803418880 
2013,J36,여,입원,6548 ,7105 ,4025827390 
2013,J37,남,외래,173185 ,387637 ,6578760260 
2013,J37,여,외래,249254 ,556220 ,8836213520 
2013,J37,남,입원,109 ,112 ,68347530 
2013,J37,여,입원,119 ,134 ,79518500 
2013,J38,남,외래,185338 ,372224 ,10066101690 
2013,J38,여,외래,284042 ,566700 ,13534634320 
2013,J38,남,입원,5279 ,5712 ,3713326180 
2013,J38,여,입원,3460 ,3746 ,2416725720 
2013,J39,남,외래,192930 ,387303 ,5507910080 
2013,J39,여,외래,246576 ,496973 ,6995558480 
2013,J39,남,입원,2110 ,2367 ,2167508540 
2013,J39,여,입원,1753 ,1933 ,1617539520 
2013,J40,남,외래,930227 ,1879120 ,29490640820 
2013,J40,여,외래,1192616 ,2472950 ,37371040980 
2013,J40,남,입원,7687 ,8470 ,5361148840 
2013,J40,여,입원,12946 ,14176 ,10089833360 
2013,J41,남,외래,219782 ,485307 ,6873275460 
2013,J41,여,외래,278316 ,607758 ,8398594650 
2013,J41,남,입원,847 ,1031 ,720761410 
2013,J41,여,입원,1340 ,1554 ,1238171000 
